ASP_DEPARTAMENTORESIDENCIA;COD_DEPARTAMENTORESIDENCIA;ASP_CIUDADRESIDENCIA;COD_ASP_CIUDADRESIDENCIA;LONGITUD_CIUDADRESIDENCIA;LATITUD_CIUDADRESIDENCIA
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;COPACABANA;5212;-75,50242268;6,358227531
ANTIOQUIA;5;DABEIBA;5234;-76,2629741;7,000034026
ANTIOQUIA;5;DABEIBA;5234;-76,2629741;7,000034026
ANTIOQUIA;5;DABEIBA;5234;-76,2629741;7,000034026
ANTIOQUIA;5;DABEIBA;5234;-76,2629741;7,000034026
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;DONMATÕAS;5237;-75,39409516;6,485885346
ANTIOQUIA;5;EB…JICO;5240;-75,76687773;6,327259705
ANTIOQUIA;5;EB…JICO;5240;-75,76687773;6,327259705
ANTIOQUIA;5;EB…JICO;5240;-75,76687773;6,327259705
ANTIOQUIA;5;EB…JICO;5240;-75,76687773;6,327259705
ANTIOQUIA;5;EL BAGRE;5250;-74,80471043;7,592954652
ANTIOQUIA;5;EL BAGRE;5250;-74,80471043;7,592954652
ANTIOQUIA;5;EL BAGRE;5250;-74,80471043;7,592954652
ANTIOQUIA;5;EL BAGRE;5250;-74,80471043;7,592954652
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL CARMEN DE VIBORAL;5148;-75,33526901;6,084971574
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;EL SANTUARIO;5697;-75,26139361;6,135960277
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENTRERRÕOS;5264;-75,51715485;6,566650049
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;ENVIGADO;5266;-75,58319073;6,166661798
ANTIOQUIA;5;FREDONIA;5282;-75,67116614;5,924840042
ANTIOQUIA;5;FREDONIA;5282;-75,67116614;5,924840042
ANTIOQUIA;5;FREDONIA;5282;-75,67116614;5,924840042
ANTIOQUIA;5;FREDONIA;5282;-75,67116614;5,924840042
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;GIRARDOTA;5308;-75,44369899;6,379349929
ANTIOQUIA;5;G”MEZ PLATA;5310;-75,22175555;6,684119448
ANTIOQUIA;5;GRANADA;5313;-75,18797267;6,141374332
ANTIOQUIA;5;GUADALUPE;5315;-75,23971741;6,815048216
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;GUARNE;5318;-75,44008804;6,278978898
ANTIOQUIA;5;HELICONIA;5347;-75,73478599;6,206032884
ANTIOQUIA;5;HELICONIA;5347;-75,73478599;6,206032884
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
ANTIOQUIA;5;ITAG‹Õ;5360;-75,62972195;6,168158303
